doc_number,corp_name,status,filing_type,address_1,address_2,city,state,zip_code,file_date,fei_number,registered_agent,ra_city,ra_state,officer_1_title,officer_1_name,officer_2_title,officer_2_name,officer_3_title,officer_3_name,source_file
L26000176137,"FLAVOR OF HAITI 1804, LLC",A,FLAL,3700 CAPITAL CIR SE,APT 1101,TALLAHASSEE,,32311,03262026,,DORCEAN             RICKENDY,TALLAHASSEE,FL,MGR,DORCEAN             RICKENDY,MGR,DORCEAN             STELLA        C,,,20260403_corporate.txt
L26000176147,RUNAMI LLC,A,FLAL,808 MOORHEN WAY,,CRESTVIEW,,32539,03262026,,ZENBUSINESS INC.,TALLAHASSEE,FL,AMBR,DIAZ SANCHEZ        IRAN          J,,,,,20260403_corporate.txt
L26000176157,JR CAPITAL GROUP LLC,A,FLAL,140 S DIXIE HWY,601,HOLLYWOOD,,33020,03262026,,RICARVET            JUAN          PSR,HOLLYWOOD,FL,MGR,RICARVET            JUAN          PSR,,,,,20260403_corporate.txt
L26000176167,"SEAWATCH PROPERTIES II, LLC",A,FLAL,4747 WOODMERE BLVD.,,MONTGOMERY,,36106,04022026,,HAND ARENDALL HARRISON SALE LLC,PANAMA CITY,FL,MGR,FRAZER              NIMROD        TJR.,,,,,20260403_corporate.txt
M26000005247,"B.R. WILLIAMS TRACKING, LLC",A,FORL,85 NORTH ST.,,PIEDMONT,,36272,04022026,630514666,CORPORATION SERVICE COMPANY,TALLAHASSEE,FL,AP,HANEY               NATHAN        M,,,,,20260403_corporate.txt
L26000176177,FAST TECH LLC,A,FLAL,7901 4TH ST N,STE 300,ST. PETERSBURG,,33702,03262026,,ROBERTS             DAVID,ST. PETERSBURG,FL,AMBR,DAVID               KAMIL,,,,,20260403_corporate.txt
L26000176187,GRATEFUL CHARTERS LLC,A,FLAL,6000 ISLAND BLVD,SUITE 1105,AVENTURA,,33160,03262026,,SIMTOB              RICHARD       I,AVENTURA,FL,AMBR,SIMTOB              RICHARD       I,,,,,20260403_corporate.txt
L26000176197,DMP DESIGN SERVICES OF FLORIDA LLC,A,FLAL,229 BOWMAN AVE S,,LEHIGH ACRES,,33974,03262026,,PARAMO              VALENTINA,LEHIGH ACRES,FL,MGR,PARAMO              VALENTINA,,,,,20260403_corporate.txt
L26000176207,HEWETT BACKBONE LLC,A,FLAL,1783 PERRY PL,,CARYVILLE,,32427,03222026,,HEWETT              JEREMY        R,CARYVILLE,FL,MGR,HEWETT              JEREMY        R,,,,,20260403_corporate.txt
L26000176217,TECH MERX EQUIPMENT LLC,A,FLAL,1403 WELSON RD,,ORLANDO,,32837,03262026,,SIDDIQUI            NURIN,ORLANDO,FL,MGR,SIDDIQUI            NURIN,,,,,20260403_corporate.txt
L26000176227,CLINICAL INTEGRITY CONSULTING LLC,A,FLAL,10305 HENBURY ST,,ORLANDO,,32832,04022026,,MEIER               GREGORY       YESQ.,ORLANDO,FL,MGR,PETROVIC            MICHELLE,,,,,20260403_corporate.txt
L26000176237,AZR INVESTMENT LLC,A,FLAL,1000 RIVER REACH DRIVE,APT. 107,FORT LAUDERDALE,,33315,03262026,,HARRY               SUE           A,FORT LAUDERDALE,FL,,,,,,,20260403_corporate.txt
L26000176247,BOLANO GENERAL SERVICE LLC,A,FLAL,6215 WEST 24TH AVE,APT 102,HIALEAH,,33016,03262026,,MARTIATU BOLANO     YAMILE,HIALEAH,FL,AMBR,MARTIATU BOLANO     YAMILE,,,,,20260403_corporate.txt
L26000176257,"THIS ABILITIES ALLIANCE, LLC",A,FLAL,6018 SWEET BIRCH DR,,RIVERVIEW,,33578,03262026,,MCQUEEN             KALEENA,RIVERVIEW,FL,MGR,MCQUEEN             KALEENA,,,,,20260403_corporate.txt
L26000176267,"A HIGHER POWDER, LLC",A,FLAL,1279 GARDENSIDE CIRCLE,,NORTH PORT,,34288,03262026,,INC AUTHORITY RA,ORLANDO,FL,MGR,PERSAUD             AMANDA,,,,,20260403_corporate.txt
L26000176277,GOBEO CIGARS LLC,A,FLAL,8155 VIALE MATERA,,LAKE WORTH,,33467,03252026,,GOBEO               DAVID         MII,LAKE WORTH,FL,AMBR,GOBEO               DAVID         MII,,,,,20260403_corporate.txt
L26000176287,427 CARINA LLC,A,FLAL,3687 SOARING LANE,,SANFORD,,32773,03262026,,SULLIVAN            CLAUDIA,SANFORD,FL,MGR,SULLIVAN            CLAUDIA,,,,,20260403_corporate.txt
L26000176297,US GOODS TRANSPORTATION LLC,A,FLAL,1612 DREXEL AVE,7,MIAMI BEACH,,33139,03262026,,SAMARSKYI           VOLODYMYR,MIAMI BEACH,FL,MGR,SAMARSKYI           VOLODYMYR,,,,,20260403_corporate.txt
L26000176307,AVILA MANAGEMENT GROUP LLC,A,FLAL,11402 NW 41ST ST SUITE 206,,DORAL,,33178,03252026,,AVILA               ADONIS,DORAL,FL,MGR,AVILA               ADONIS,,,,,20260403_corporate.txt
L26000176317,NAVISYNC LLC,A,FLAL,835 WINDBROOK DR,,DELTONA,,32725,03262026,,ADAMS               TARIK,DELTONA,FL,MGR,ADAMS               TARIK,,,,,20260403_corporate.txt
L26000176327,IVY LINCOLN LLC,A,FLAL,5553 SILTSTONE STREET,,LAKELAND,,33811,03262026,,ZENBUSINESS INC.,TALLAHASSEE,FL,AMBR,LINCOLN             IVY,,,,,20260403_corporate.txt
L26000176337,"COASTAL LUXE CLEANING, LLC",A,FLAL,6608 SUNRISE DR,,PANAMA CITY BEACH,,32407,03262026,,INC AUTHORITY RA,ORLANDO,FL,MGR,LONG                PAIGE,,,,,20260403_corporate.txt
L26000176347,REELTIME INVINCIBLE LLC,A,FLAL,3618 FOWLER ST,SUITE D,FORT MYERS,,33901,03262026,,BODE                MATTHEW,FORT MYERS,FL,AMBR,BODE                MATTHEW       J,AMBR,ARENAS              RICARDO       L,,,20260403_corporate.txt
L26000176357,ACTIVE BODY RECOVERY LLC,A,FLAL,727 N J ST,,LAKE WORTH,,33460,03262026,,ROPER               DEREK,LAKE WORTH,FL,AMBR,ROPER               DEREK,,,,,20260403_corporate.txt
L26000176367,GLOBALCOIN CAPITAL LLC,A,FLAL,6080 DAVON ST,,JACKSONVILLE,,32244,03262026,,SERRANO             ADRIANA       I,JACKSONVILLE,FL,MGR,SERRANO             ADRIANA       I,AMBR,ESPINOZA SERRANO    GERSON        D,,,20260403_corporate.txt
L26000176377,"SEVENTEENSWFL,LLC",A,FLAL,2736 SW 11TH PLACE,,CAPE CORAL,,33914,03262026,,MALLONE             FRED,CAPE CORAL,FL,MGR,MALLONE             FRED,,,,,20260403_corporate.txt
L26000176387,"QUICK QUALITY DELIVERY, LLC",A,FLAL,37851 DOLLY DRIVE,,ZEPHYRHILLS,,33541,03242026,,"USACCOUNTING OFFICE, INC.",BROOKSVILLE,FL,MGRM,SANTIAGO            JULIE         A,,,,,20260403_corporate.txt
L26000176397,"OCEAN BLUE INSURANCE ADVISORS, LLC",A,FLAL,15407 SINGLETON DRIVE,,BROOKSVILLE,,34604,03232026,,USACCOUNTING OFFICE,BROOKSVILLE,FL,MGRM,HACKETT             JENNIFER      L,,,,,20260403_corporate.txt
L26000176407,SUNCOAST ELITE CLEANING LLC,A,FLAL,690 MAIN STREET,743,SAFETY HARBOR,,34695,03262026,,DUFFY               JENNIFER,OLDSMAR,FL,,,,,,,20260403_corporate.txt
L26000176417,MFL MULTISERVICES LLC,A,FLAL,1231 NW 12TH ST,,HOMESTEAD,,33030,03262026,,FURCAL PEREZ        PATRICIA,HOMESTEAD,FL,AMBR,FURCAL PEREZ        PATRICIA,AMBR,MALDONADO BRAVO     JORGE         D,AMBR,LOPEZ ELLIS         JULIO         C,20260403_corporate.txt
L26000176427,TUCK FAMILY FARMS LLC,A,FLAL,15 LICKSKILLET ROAD,,LAMONT,,32336,03262026,,TUCK                ZACHARY,LAMONT,FL,MGR,TUCK                ZACHARY       J,,,,,20260403_corporate.txt
L26000176437,THE FIRST PINNACLE DENTAL LIMITED LIABILITY COMPANY,A,FLAL,"2125 BISCAYNE BLVD, STE 204 #25508",,MIAMI,,33137,03262026,,REPUBLIC REGISTERED AGENT LLC,JACKSONVILLE,FL,AMBR,KAZEM               ZOLFIKAR,,,,,20260403_corporate.txt
L26000176447,EVERPAW LLC,A,FLAL,1748 AUSTALIAN AVE,UNIT 15,RIVIERA,,33404,03262026,,JOHNSON             WILLIAM       J,NORTH PALM BEACH,FL,MGR,JOHNSON             WILLIAM,MGR,O'DONNELL           MARTIN,MGR,CUFFARO             PAUL,20260403_corporate.txt
L26000176457,STANDARD TIRE AND FLEET SERVICES LLC,A,FLAL,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,AMBR,EDWARDS             RYAN,AMBR,EDWARDS             CRYSTAL,,,20260403_corporate.txt
L26000176467,"THANK GOD CONSTRUCTION, LLC.",A,FLAL,18233 SW 139TH CT,,MIAMI,,33177,03262026,,ALEMAN SANCHEZ      DARWIN        S,MIAMI,FL,AMBR,ALEMAN SANCHEZ      DARWIN        S,,,,,20260403_corporate.txt
L26000176477,DMC & ARCH SOLUTIONS LLC,A,FLAL,8739 ROBILINA RD,,PORT RICHEY,,34668,04162026,,MARTINEZ CALISTRE   DAYRON,PORT RICHEY,FL,MGR,MARTINEZ CALISTRE   DAYRON,,,,,20260403_corporate.txt
L26000176487,LASERED CRYSTAL MEMORIES LLC,A,FLAL,12801 W SUNRISE BLVD,KIOSK,SUNRISE,,33323,03262026,,CASTELLANOS         YESENIA       C,FORT LAUDERDALE,FL,CEO,CASTELLANOS         LEONARDO      E,MGR,CASTELLANOS         YESENIA       C,,,20260403_corporate.txt
L26000176497,STAR ELITE ENTERPRISES LLC,A,FLAL,4331 NORTHWEST 16TH STREET,#308,LAUDERHILL,,33313,03262026,,JOHNSON             JANICE,LAUDERHILL,FL,MGR,JOHNSON             JANICE,,,,,20260403_corporate.txt
L26000176507,"PATERSON DEVELOPMENT, LLC",A,FLAL,2701 NE 42ND ST,,LIGHTHOUSE POINT,,33064,03222026,,PATERSON            TERENCE,LIGHTHOUSE POINT,FL,MGR,PATERSON            TERENCE,MBR,EASTERLING          JESSICA,,,20260403_corporate.txt
L26000176517,DALLOGLIO FLOORING LLC,A,FLAL,3392 WESTCHESTER SQUARE BLVD,102,ORLANDO,,32835,03262026,,PEREIRA A DALLOGLIO LUIZ FELIPE,ORLANDO,FL,AMBR,PEREIRA A DALLOGLIO LUIZ FELIPE,,,,,20260403_corporate.txt
L26000176527,GLOBAL LUXURY DEVELOPERS LLC,A,FLAL,1266 SW 21ST LN,,BOCA RATON,,33486--664,03212026,,SALANI              SERGIO,BOCA RATON,FL,MGR,SALANI              SERGIO,MGR,SALLARULO           PAUL,,,20260403_corporate.txt
L26000176537,HAI LUA ENTERTAINMENT LLC,A,FLAL,9846 NW 49TH PL,,CORAL SPRINGS,,33076,03262026,,PHAM                KEVIN DUNG,CORAL SPRINGS,FL,,,,,,,20260403_corporate.txt
L26000176547,THE LAWN SURGEON LLC,A,FLAL,2631 MCCORMICK DR.,SUITE 103,CLEARWATER,,33759,04012026,,LANCIA              NICHOLAS,CLEARWATER,FL,MGR,LANCIA              NICHOLAS,,,,,20260403_corporate.txt
L26000176557,LAWN CARE WINTER HAVEN LLC,A,FLAL,5011 DREAM DR,APT. 207,WINTER HAVEN,,33880,03262026,,CARNAHAN            SCOTT         A,WINTER HAVEN,FL,MGR,CARNAHAN            SCOTT         A,,,,,20260403_corporate.txt
L26000176567,1515 RSA LLC,A,FLAL,1515 RIVERSIDE AVENUE SUITE A,,JACKSONVILLE,,32204,04022026,,"FRAZIER & FRAZIER, ATTORNEYS AT LAW, P.A.",JACKSONVILLE,FL,MGR,D. KENT SAUSAMAN,MGR,KING                CHRISTINE     M,,,20260403_corporate.txt
L26000176577,VATTISTA HOME SERVICES LLC,A,FLAL,1602 ORANGE DR,,EUSTIS,,32726,04012026,,BAUTISTA            DAVID,EUSTIS,FL,AMBR,BAUTISTA            DAVID,,,,,20260403_corporate.txt
L26000176587,H.O.N CIGARS DISTRABUTION LLC,A,FLAL,5414 N.W. 15TH STREET,,MARGATE,,33063,04022026,415284647,MOGHANI             SEYED         M,MIAMI,FL,MGR,NOGHANI             SEYED         M,MGR,ANWAR TAHA          ALAA ELDEEN,,,20260403_corporate.txt
L26000176597,PROSPERITY INSURANCE GROUP LLC,A,FLAL,7726 WINEGARD RD,,ORLANDO,,32809,03262026,,ADVANCE INSURANCE GROUP AND TAX SERVICES,ORLANDO,FL,MGR,GOMEZ LUGO          ALVARO        J,,,,,20260403_corporate.txt
L26000176607,"VAVA LIGHT, LLC",A,FLAL,10534 GALLERIA STREET,,WELLINGTON,,33414,03262026,,VALENTIN            LUSTRA,WEST PALM BEACH,FL,MGR,LATUS               MARIE LYNE,,,,,20260403_corporate.txt
L26000176617,"6073 NW 167 ST C12, LLC",A,FLAL,6073 NW 167TH ST,STE C-12,MIAMI,,33015,03262026,,COSTA               CESAR,MIAMI,FL,MR.,COSTA               CESAR,,,,,20260403_corporate.txt
L26000176627,NOURIC LLC,A,FLAL,30568 THUNDERBIRD DR,,WESLEY CHAPEL,,33545,03262026,,REPUBLIC REGISTERED AGENT LLC,JACKSONVILLE,FL,AMBR,FELIZ               VICKY,AMBR,FELIZ               RUBEN,,,20260403_corporate.txt
L26000176637,SK8 DISTRICT LLC,A,FLAL,7901 4TH ST N,STE 300,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,AMBR,CHRISTOPHER         MARK,,,,,20260403_corporate.txt
L26000176647,AIRE DRY BAR LLC,A,FLAL,8650 SW 109TH AV,APT 202,MIAMI,,33173,03262026,,GREISY PEREZ MUR,MIAMI,FL,,,,,,,20260403_corporate.txt
L26000176657,DB LEGACY INVESTMENTS LLC,A,FLAL,40 SW 13TH ST,SUITE 501,MIAMI,,33130,03262026,,"LOIGICA, P.A.",MIAMI,FL,MGR,BULA NADER          MARIA ANGELICA,,,,,20260403_corporate.txt
L26000176667,STRATA THERAPEUTICS LLC,A,FLAL,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,AMBR,JACOBS              ANDREW,,,,,20260403_corporate.txt
P26000017567,PROGENIX BIO INC.,A,DOMP,"7924 FOREST CITY RD,",SUITE 210,ORLANDO,,32810,04012026,,SUGAYA              KIMINOBU,ORLANDO,FL,P,SUGAYA              KIMINOBU,S,SUGAYA              KIMINOBU,T,SUGAYA              KIMINOBU,20260403_corporate.txt
L26000176677,USA GARAGE DOOR PROS LLC,A,FLAL,1770 S YOUNG CIR,APT 409,HOLLYWOOD,,33020,03262026,,ABRAHAM             GIL TZEVI,HOLLYWOOD,FL,AMBR,ABRAHAM             GIL TZEVI,,,,,20260403_corporate.txt
L26000176687,UNION OS LLC,A,FLAL,1912 PINE BAY DR,,LAKE MARY,,32746,03232026,,DISHMAN             WILLIAM       B,GENEVA,FL,MGR,DISHMAN             WILLIAM       B,MGR,MELE                VINCENT       A,,,20260403_corporate.txt
L26000176697,MANGROVE BLUEPRINT LLC,A,FLAL,6010 NW 42 AVE,,COCONUT CREEK,,33073,04022026,,MORGAN HORTON LAW,CORAL GABLES,FL,MGR,BROWN               FRANKLIN      A,AMBR,BROWN               FRANKLIN      A,AMBR,MCCOY               RALPH,20260403_corporate.txt
L26000176707,"REAGANL, LLC",A,FLAL,1550 NW 56TH DR,APT 158,CORAL SPRINGS,,33076,03212026,,"AFFIX TAX SOLUTIONS, LLC",LAKE WORTH,FL,MGR,LEITZELL            REAGAN,,,,,20260403_corporate.txt
L26000176717,HUGGINS POULTRY & CATTLE COMPANY LLC,A,FLAL,57200 LAZY ACRES LANE,,YULEE,,32097,03232026,,HUGGINS             LAURIE        A,YULEE,FL,CEO,HUGGINS             BOBBY         S,CFO,HUGGINS             LAURIE        A,,,20260403_corporate.txt
L26000176727,GRANN-MIA SERVICES SHIPPING.LLC,A,FLAL,178 ACES HIGH LN,,DAVENPORT,,33896,03212026,,COMPAS              MARIE,DAVENPORT,FL,MGR,MAIGNANT            CHRISTOPHE,,,,,20260403_corporate.txt
L26000176737,PC WIRELESS SOLUTIONS LLC,A,FLAL,776 S TAMPA AVE UNIT C,,ORLANDO,,32805,03262026,,PIERRE              BERGETTE,ORLANDO,FL,MGR,PIERRE              BERGETTE,,,,,20260403_corporate.txt
L26000176747,"UFG REAL ESTATE, LLC",A,FLAL,2121 VISTA PARKWAY,,WEST PALM BEACH,,33411,03262026,,NICHOLS             MARK          D,WEST PALM BEACH,FL,P,TITUS               RAY           D,COO,LEE                 BRADY,CEO,NEWTON              RICHARD       T,20260403_corporate.txt
L26000176757,LIBERTY LIMOUSINE OF FLORIDA LLC,A,FLAL,35 BEE STREET,,MERIDEN,,06450,03262026,,"INCORP SERVICES, INC.",TALLAHASSEE,FL,AMBR,SAKS                GRIFFIN,AMBR,SAKS                JUSTIN,,,20260403_corporate.txt
L26000176767,"AURORA PROPERTY GROUP, LLC",A,FLAL,4001 S OCEAN DR,6K,HOLLYWOOD,,33019,03202026,,CHOTAI              KALPESH       D,HOLLYWOOD,FL,MGR,CHOTAI              KALPESH       D,,,,,20260403_corporate.txt
L26000175078,SOUTHCODE LABS LLC,A,FLAL,22920 SW 130 AVE,,MIAMI,,33170,03262026,,RODRIGUEZ BANOS     JOSE          A,MIAMI,FL,MGR,RODRIGUEZ BANOS     JOSE          A,,,,,20260403_corporate.txt
L26000175088,HUG AND HAUL LLC,A,FLAL,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03262026,,REGISTERED AGENTS INC,ST. PETERSBURG,FL,,,,,,,20260403_corporate.txt
L26000175098,LCSB410 LLC,A,FLAL,16971 W DOWNERS DR,,LOXAHATCHEE,,33470,03262026,,CHAIT               LETTY         E,LOXAHATCHEE,FL,MGR,CHAIT               LETTY         E,,,,,20260403_corporate.txt
L26000175108,TRUE COMFORT SERVICES LLC,A,FLAL,2121 SW 14TH PL,,CAPE CORAL,,33991-3693,03252026,,RICHARD FRANK MYERS,FORT MYERS,FL,MGR,LALANNE             WESMY,AMBR,LALANNE             LUDERICK,,,20260403_corporate.txt
L26000175118,DAVINA VENTURES LLC,A,FLAL,767 MILLBRAE CT,UNIT 1,WEST PALM BEACH,,33401,03262026,,DAVINA              KEVIN         T,WEST PALM BEACH,FL,CEO,DAVINA              KEVIN         T,MGR,DAVINA              BRENDAN       T,,,20260403_corporate.txt
L26000175128,DJLILCOCO LLC,A,FLAL,3750 GUNN HIGHWAY,SUITE 306J,TAMPA,,33618,03262026,,ENTITY PROTECT RA SERVICES,TAMPA,FL,AMBR,ESCLETO             LESTER,,,,,20260403_corporate.txt
L26000175138,LCSB709 LLC,A,FLAL,16971 W DOWNERS DR,,LOXAHATCHEE,,33470,03262026,,CHAIT               LETTY         E,LOXAHATCHEE,FL,MGR,CHAIT               LETTY         E,,,,,20260403_corporate.txt
L26000175148,THE VELVET POUR MOBILE DRY BAR LLC,A,FLAL,1435 8TH AVE,,DELAND,,32724,03262026,,QUICK               SAVANNAH,DELAND,FL,AR,QUICK               SAVANNAH      A,,,,,20260403_corporate.txt
L26000175158,MIDTOWN MOTORSPORTS LLC,A,FLAL,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,AMBR,MANZOOR             SHAHID,,,,,20260403_corporate.txt
L26000175168,DNA CLEANNING SERVICES LLC.,A,FLAL,751 VENETO DRIVE,203,LAKE PARK,,33403,03262026,,WILSON              DIANELA       A,LAKE PARK,FL,MGR,WILSON              DIANELA       A,MGR,GUZMAN              DIAN-J        A,,,20260403_corporate.txt
L26000175178,CLEANING SERVICES BY NEISY LLC,A,FLAL,8265 IBIS CLUB DR,609,NAPLES,,34104,03262026,,HERNANDEZ           NEISY,NAPLES,FL,MGR,HERNANDEZ           NEISY,,,,,20260403_corporate.txt
L26000175188,"PRISTINE JS, LLC",A,FLAL,1550 SW 154TH AVENUE,,MIAMI,,33194,03262026,,GONZALEZ            ARISTOTELES    SR.,MIAMI,FL,MGRM,GONZALEZ            ARISTOTELES,,,,,20260403_corporate.txt
L26000175198,ZION ENTERPRISES GROUP LLC,A,FLAL,6919 SW 18TH STREET,STE C217,BOCA RATON,,33433,03262026,,CAETANO DA SILVA    KEITTIANY     L,DEERFIELD BEACH,FL,MGR,CAETANO DA SILVA    KEITTIANY     L,MGR,PORTO A DE ALMEIDA  ALEX,,,20260403_corporate.txt
L26000175208,GRACIE BARRA PALM COAST LLC,A,FLAL,160 CYPRESS POINT PKWAY,UNIT A210-A211,PALM COAST,,32164,03262026,,MARQUES MOREIRA     FLAVIO,PALM COAST,FL,MGR,MARQUES MOREIRA     FLAVIO,,,,,20260403_corporate.txt
L26000175218,EM FARRAJ MANAGEMENT LLC,A,FLAL,19204 SW 60TH CT,,SOUTHWEST RANCHES,,33332,03262026,,FARRAJ              ESA           M,SOUTHWEST RANCHES,FL,AMBR,FARRAJ              ESA           M,,,,,20260403_corporate.txt
L26000175228,VICTORIA  COUTURE BEAUTY LLC,A,FLAL,1000 TANGELO ISLE,,FORT LAUDERDALE,,33315,04072026,,GREENBERG           VICTORIA,FORT LAUDERDALE,FL,AMBR,GREENBERG           VICTORIA,,,,,20260403_corporate.txt
L26000175238,AAA ALPHA RENTALS AND OTHER SERVICES LLC,A,FLAL,8556 CACHE DR,,SARASOTA,,34240,03262026,,VIGLIONE ACCOUNTING CORP,SARASOTA,FL,MGR,VASQUEZ             ANDREA        C,,,,,20260403_corporate.txt
L26000175248,MAX ORDNANCE LLC,A,FLAL,4240 NW 107TH ST.,,GAINESVILLE,,32606,03232026,,MOWITZ              JUSTIN        MESQ.,GAINESVILLE,FL,AMBR,MUSE                JOSHUA,AMBR,HICKOX              CHRISTOPHER,,,20260403_corporate.txt
L26000175258,CL HOME INVESTOR-LLC,A,FLAL,395 NW 125 STREET,,NORTH MIAMI,,33168,03262026,,SERVICES,NORTH MIAMI,FL,MGR,LEMUS               CESAR,,,,,20260403_corporate.txt
L26000175268,"BENCHSIDE BIOTECH CONSULTING, LLC",A,FLAL,311 S 2ND STREET,102-C,FORT PIERCE,,34950,04012026,,DEIULIO             ALEX          M,OCALA,FL,MGR,DEIULIO             ALEX          M,,,,,20260403_corporate.txt
L26000175278,BANYAN HOME SERVICES LLC,A,FLAL,1511 NE 13TH STREET,,CAPE CORAL,,33909,03262026,,PEREZ               STEVEN,CAPE CORAL,FL,MGR,PEREZ               STEVEN,MGR,PETRICK             JOSHUA,,,20260403_corporate.txt
L26000175288,GRACE 809 LLC,A,FLAL,7328 GROTTO AVE,,ORLANDO,,32812,03262026,,GERONIMO TERRERO    JOHN          O,ORLANDO,FL,MGR,GERONIMO TERRERO    JOHN          O,,,,,20260403_corporate.txt
L26000175298,BHATT HOLDINGS LLC,A,FLAL,7901 4TH ST N,STE 300,ST. PETERSBURG,,33702,03262026,,REGISTERED AGENTS INC.,ST. PETERSBURG,FL,AMBR,BHATT               DARSHANABEN   N,,,,,20260403_corporate.txt
L26000175308,ELEVATE RESOURCE GROUP LLC,A,FLAL,2212 S CHICASAW TRAIL,2440,ORLANDO,,32825,03262026,,CHARGUALAF          BRIANA        M,ORLANDO,FL,,,,,,,20260403_corporate.txt
L26000175318,SILVER FUTURE ENTERPRISE LLC,A,FLAL,3737 SARAH BROOKE CT,,JACKSONVILLE,,32277,03262026,,FRANCO              EUGINA        B,JACKSONVILLE,FL,AMBR,FRANCO              EUGINA        B,AMBR,FRANCO              FRANK         S,AMBR,FRANCO              JOSEPH        F,20260403_corporate.txt
L26000175328,SALT BRUSH CONSULT & DESIGN LLC,A,FLAL,1339 S MIRAMAR AVE,,INDIALANTIC,,32903,04012026,,FENICCHIA           LAURA,INDIALANTIC,FL,AMBR,FENICCHIA           LAURA,AMBR,LOVE                JOSHUA,,,20260403_corporate.txt
L26000175338,DEKRO BY CAROLINA PALACIO LLC,A,FLAL,5033 SW 163RD AVE,,MIRAMAR,,33027,03252026,,PARAUD              FELIPE,FORT LAUDERDALE,FL,MGR,PALACIO GOMEZ       CAROLINA,,,,,20260403_corporate.txt
N26000004528,"THE 365 INITIATIVE, INC.",A,DOMNP,1361 DOANE CIRCLE,,WEST PALM BEACH,,33417,04022026,,CARLTON CHANDLER,PALM BEACH,FL,PD,CARLTON CHANDLER,SSD,DOMINIQUE DAVIS,TD,JANIT POLLARD,20260403_corporate.txt
L26000175348,"JUNIPER & ASH BOTANICALS, LIMITED LIABILITY COMPANY",A,FLAL,5762 SE LAGUNA AVE,,STUART,,34997,03262026,,BELAND              RAMONA        S,STUART,FL,MGR,BELAND              RAMONA        S,,,,,20260403_corporate.txt
P26000017388,VINN FOOD SERVICE INC.,A,DOMP,101 S. GARDEN AVE.,,CLEARWATER,,33756,04022026,,NICHOLAS PASTIS,CLEARWATER,FL,PST,NICHOLAS PASTIS,,,,,20260403_corporate.txt
L26000175358,MERTIBU LLC,A,FLAL,10000 DAVIS CREEK CIRCLE,APT 3202,ORLANDO,,32832,03262026,,ROJAS               LEONARDO      R,ORLANDO,FL,MGR,ROJAS ORTEGA        LEONARDO      R,,,,,20260403_corporate.txt
M26000005208,"KJF COST STUDIO, LLC",A,FORL,13623 SW MICHELLE CT,,TIGARD,,97223,03092026,873607096,REGISTERED AGENTS INC.,ST.PETERSBURG,FL,MGR,FREEBORN            KENNETH,AP,AVANTS              JASMINE,,,20260403_corporate.txt
F26000001978,"AUGUST INTERACTIVE, INC.",A,FORP,948 2ND ST.,,MUKILTEO,,98275-1638,04022026,934951725,COGENCY GLOBAL INC.,TALLAHASSEE,FL,D,WOOD                KRISTIN,D,KNELLER             SARAH,,,20260403_corporate.txt
L26000175368,PREMIER SHADES AND SHUTTERS LLC,A,FLAL,6529 GAVANNI ST,,THE VILLAGES,,34762,04012026,,TERI DANIELS ACCOUNTING SERVICES,SANTA ROSA BEACH,FL,AMBR,TOWER               JAMIE         B,,,,,20260403_corporate.txt
L26000175378,"LUCY BLUE'S, LLC",A,FLAL,4713 PLEASANT VALLEY COURT,,ORLANDO,,32811,03272026,,SMITH               WARREN        N,ORLANDO,FL,MGR,TRUMPLER-PRIDE      SHARON        A,MGR,MCENTYRE            ANGEL         L,,,20260403_corporate.txt
L26000175388,HERITAGE JDM PARTS LLC,A,FLAL,7544 HUMBOLDT AVE,,NEW PORT RICHEY,,34655,03262026,,RUNSICK             LEVI          J,NEW PORT RICHEY,FL,,,,,,,20260403_corporate.txt
P26000017398,GREEN GROVE DEVELOPMENT CORP,A,DOMP,5600 NORTH FEDERAL HIGHWAY,,FORT LAUDERDALE,,33308,04012026,,LYNN                MARK          JESQ,FORT LAUDERDALE,FL,PRES,FIDEI               NICHOLAS,,,,,20260403_corporate.txt
L26000175398,FRYE & FRYE TRANSPORTATION CONSULTANT LLC,A,FLAL,3882 NW 202 ST,,MIAMI GARDENS,,33055,03232026,,BROWN-FRYE          YOLANDA,MIAMI GARDENS,FL,MGR,BROWN-FRYE          YOLANDA,AP,FRYE                JAMES,,,20260403_corporate.txt
L26000175408,URSUS RELIABILITY LLC,A,FLAL,10000 DAVIS CREEK CIRCLE,APT 304,ORLANDO,,32832,03262026,,SIFONTE             JESUS         RSR,ORLANDO,FL,MGR,VALDERRAMA SALAZAR  MARIA         PMRS,,,,,20260403_corporate.txt
L26000175418,BUB'S BOGO LLC,A,FLAL,41334 US HIGHWAY 19 NORTH,,TARPON SPRINGS,,34689,03262026,,MAYA                KRISTINE,NEW PORT RICHEY,FL,AMBR,MAYA                KRISTINE,,,,,20260403_corporate.txt
